,Tweet,Subjectivity,Polarity,Sentiment
22,"RT @joncoopertweets: Last October, I quoted a GOP source with White House ties who told me Trump was much closer to death from Covid-19 tha…",0.08888888888888889,0.06666666666666667,Positive
23,"RT @jindadilkashmir: 𝐈𝐧𝐝𝐢𝐚𝐧 𝐀𝐫𝐦𝐲 - 𝐀𝐥𝐰𝐚𝐲𝐬 𝐰𝐢𝐭𝐡 𝐭𝐡𝐞 𝐀𝐰𝐚𝐚𝐦

#IndianArmy organized a #COVID19 awareness program for the local Awaam of #Bunera…",0.0,0.0,Neutral
24,RT @SBSNews: Josh Frydenberg took the opportunity to come out swinging against Daniel Andrews' six-month-long lockdown when Question Time o…,0.0,0.0,Neutral
25,"9
""Even though it has seemed that major reform of health care would only occur in the wake of a major war, a depres… https://t.co/fF2UCj4ypJ",0.6666666666666666,0.041666666666666664,Positive
26,RT @EricCrampton: 80% of Kiwis say the government got the level of Covid restrictions basically right - more than any other surveyed countr…,0.4702380952380952,0.22023809523809523,Positive
27,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
28,@Paul__Terry @JamesWard73 Yeah the issue currently is more that hospitals are busy enough as it is with all the non… https://t.co/aBDn22WTmh,0.43333333333333335,0.19999999999999998,Positive
29,"RT @HamadShah61: South Korea still have active cases with Delta variant, but students are allowed to enter China without vaccination. Pakis…",0.6,-0.13333333333333333,Negative
30,@KristieRhea865 @Legallaw1 I work for fedx and that is were i deliver let me tell you when covid started it got a l… https://t.co/A49e30GacX,0.0,0.0,Neutral
31,@kryptonite1988 @AnnastaciaMP Pretty sure that is the focus.But since the fed govt didn't get enough vaccines to co… https://t.co/tNBwSKQiHU,0.7962962962962963,0.25,Positive
32,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
33,"@DiGranger @marquelawyers Di, in response to your thoughts, the families of those who died from COVID-19 infection… https://t.co/4fJMgn3WR1",0.0,0.0,Neutral
34,RT @socratesccost: Ivermectin alone eliminates 97% of COVID in Delhi. https://t.co/MH0iVyVaev,0.0,0.0,Neutral
35,"RT @NSWHealth: ⚠️PUBLIC HEALTH ALERT – TRANSPORT ROUTES AND VENUES⚠️ 

NSW Health has been notified of new transport routes and venues of c…",0.45454545454545453,0.13636363636363635,Positive
36,@oden_amy @megynkelly And because more people have died from this vaccine than all others combined in the last 30 y… https://t.co/kPR6wjZ9v7,0.2833333333333333,0.25,Positive
37,"RT @angie_rasmussen: This is a huge story. An Australian virologist at WIV in late 2019 notes:
-no sick employees at WIV
-best-practice bio…",0.5892857142857143,0.11428571428571431,Positive
38,RT @Hardeep_Matharu: That Hancock resigned over a personal matter after  newspapers published security footage of him kissing his aide and…,0.3,0.0,Neutral
39,"RT @JordanSchachtel: Most of the claimed really bad stuff about Trump was fake news. 10s of millions of Americans believe it anyway.

Most…",0.7222222222222222,-0.23333333333333328,Negative
40,"RT @Maggie_Klaus: Two vaccinated friends had a couple over for dinner. Assuming they were vaccinated, too. They weren’t. Now all four have…",0.0,0.0,Neutral
41,RT @JackPosobiec: If you listen to MSBNC long enough you'll discover COVID was created by White Rage,0.3,-0.016666666666666666,Negative
42,"Tre Shadez Hair Studio isn’t just a hair salon. It also serves as a COVID-19 vaccine clinic. 

For owner Katrina Ra… https://t.co/D24KvkIUbI",0.0,0.0,Neutral
43,"RT @SecBlinken: We are glad to announce that, through COVAX, the U.S. is providing 1.5 million doses of the Moderna vaccine to Honduras. We…",1.0,0.5,Positive
44,"RT @ABSCBNNews: DAY 471. Here are the stories you need to watch out for this Monday, June 28, 2021, amid the #COVID19 pandemic:

• The Phil…",0.0,0.0,Neutral
45,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
46,RT @TonyHWindsor: #OurGladys calls for divine intervention on Covid 19 but #OurMick doesn’t think even Moses can fix this for her.,0.0,0.0,Neutral
47,we r grossly underestimating the covid-19 delta variant rn … 🙂,0.0,0.0,Neutral
48,I just found out this dude died of a kidney infection and was spreading HIV faster than COVID.  https://t.co/2TOvrm7j22,0.0,0.0,Neutral
49,"RT @MPDerekSloan: My fellow Canadians, our country is now being used as a cautionary tale about the dangers of tyrannical governmental over…",0.0,0.0,Neutral
50,"RT @JasonMillerinDC: He’s not wrong. 

“Trump says opponents 'used COVID to steal the election,' applauds election investigations in Pennsy…",0.9,0.25,Positive
51,@JunelleW @mister_wynn @RBJRON @kotza_tom @randlight I would like to know how many stranded Aussies are those who d… https://t.co/LcWEnsNMJf,0.5,0.5,Positive
52,RT @capeandcowell: Can’t believe Gov. DeSantis would sabotage an entire building and force it to collapse on itself just so people would fo…,0.625,0.0,Neutral
53,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
54,"Going to a play in mid-July (some theater reopening ahead of most of Broadway) then a duo later in the month, addin… https://t.co/CkER03fosk",0.25,0.25,Positive
55,@MilesTaylorUSA I'd hang on to them and continue to use them. Many vaccinated ppl still get covid and now the Delta… https://t.co/nzGVBthGSZ,0.5,0.5,Positive
56,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
57,"3
As a Senior Fellow Sajid will research the lessons to be learned by governments and business from the COVID-19 pa… https://t.co/FUqbVNVSug",0.0,0.0,Neutral
58,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
59,RT @maybegeo_: Covid must have been hard on their pockets. Did all the stylists get fired?,0.5416666666666666,-0.2916666666666667,Negative
60,RT @pdubdev: Florida is indelible proof that all Covid restrictions were utterly useless,0.2,-0.5,Negative
61,@TheCoachinator @joshedw12 @KendallRogers @NCStateBaseball I don’t really care. Test em all. But I always want Vand… https://t.co/EPfASZfozf,0.2,0.2,Positive
62,"RT @PhoenixPRIYA1: “I'm an introvert.
If your party isn't better
than the one in my head,
I'm not interested.” 

~ Jaan-Nisar Hai
For My Im…",0.5,0.1875,Positive
63,"RT @SABCNews: South Africa has recorded 15 036 new COVID-19 cases in the past 24-hours, bringing the total number of cases to 1 928 897.
ht…",0.48484848484848486,-0.03787878787878788,Negative
64,"RT @GOPChairwoman: When will Biden stand up to Communist China, especially after reports that China may have destroyed or manipulated early…",1.0,0.0,Neutral
65,RT @DelthiaRicks: Global pandemic: Moscow on Sunday recorded its worst daily coronavirus death toll &amp; Indonesia saw more than 21k new infec…,0.39090909090909093,-0.07272727272727272,Negative
66,"RT @CREWcrew: The Trump family’s legacy with the Secret Service:
-Taking more trips that required Secret Service protection in one year tha…",0.6333333333333333,-0.10000000000000002,Negative
67,@seanhannity Trump stopped travel from China! Common Sense! Trump got the CEOs from major pharmaceutical in the Whi… https://t.co/rW5l4X0UAK,0.5,-0.15625,Negative
68,RT @Variety: The Toronto International Film Festival is ready to welcome audiences back to in-person premieres and screenings after COVID-1…,0.35,0.25,Positive
69,"@JimBelushi No Gotta get at least 1 bright color look before the machine takes fades the color, since Covid hit dre… https://t.co/HjKF7Y71fX",0.6,0.20000000000000004,Positive
70,"RT @JamesMelville: Singapore learns to live with Covid.

“There will be no goals of zero transmission. Quarantine will be dumped for travel…",0.5,0.13636363636363635,Positive
71,"RT @coQuiAnons: REALLY? 🤨🤨

""Why most people who now die with Covid in England have been vaccinated""
""Don’t think of this as a bad sign, it…",0.45555555555555555,3.700743415417188e-17,Positive
72,"RT @Shambles151: ""And she requested to know what steps were being taken by the government to secure Mr Hancock and health minister Lord Bet…",0.6,0.4,Positive
73,COVID: New restrictions amid struggle to contain Delta variant https://t.co/0mXCrM7iyV via @YouTube,0.45454545454545453,0.13636363636363635,Positive
74,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
75,RT @bikhim: The US vaccine sharing initiative is an important part of the global fight against COVID-19.   I’m so glad that Honduras is als…,0.6666666666666666,0.3,Positive
76,RT @brianmagee31: no wonder why we all have covid 19 i was on camera buying ticket dolans but it was stolen out of the van by john https://…,0.0,0.0,Neutral
77,@USSupremeCourt file a case to China Government emerged there labot. covid19 Corona penadamic virus transaction Dsg… https://t.co/4VrRU9Cnpf,0.0,0.0,Neutral
78,@theAZtrader Oh I thought maybe covid was an antidote to the fires. Like it wafts over the areas and puts them out with its magical powers.,1.0,0.5,Positive
79,"In Europe 15,472 Covid Vaccine Deaths, 1,509,266 Covid Vaccine Injuries https://t.co/yBsAejykhu",0.0,0.0,Neutral
80,"RT @latimeralder: The latest death figures from Mr Javid to contemplate.

What should his prorities be?

1. Heart Disease: 450
2. Cancer :…",0.9,0.5,Positive
81,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
82,"RT @PaulRey75: So a very close friend had the jab after stating he didnt want any info or talk about covid &amp; the jabs.

1 week later......m…",0.3,0.2,Positive
83,**...if you’ve received your Covid vaccine...** https://t.co/CNWsF4y7D7,0.0,0.0,Neutral
84,RT @pdubdev: Florida is indelible proof that all Covid restrictions were utterly useless,0.2,-0.5,Negative
85,"@belindasmilne @ElsaJade3 @MikeCarlton01 Anyone who is like ""hurr it's only 1%"" seem to forget that would be 250,00… https://t.co/NDDxya3VJZ",1.0,0.0,Neutral
86,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
87,"RT @7NewsSydney: 30 new cases of COVID-19 were identified in NSW overnight, all linked to the Bondi cluster. The outbreak total now stands…",0.6022727272727273,0.06818181818181818,Positive
88,"RT @Markyles: Australians are dishing out Covid blame at the moment as we seem to be on the edge of a .... well, a pandemic. 

The blame ga…",0.0,0.0,Neutral
89,"RT @WSJecon: U.S. households added $13.5 trillion in wealth last year, the biggest increase in records going back three decades https://t.c…",0.03333333333333333,0.0,Neutral
90,RT @Vic_Rollison: I wrote regularly over the last year calling out Morrison and Berejiklian’s divisive political attacks on Victoria during…,0.0811965811965812,0.0,Neutral
91,"RT @RealMattCouch: The average age of death from Covid is 78.6... 

But please, keep drinking the Koolaid...",0.39999999999999997,-0.15,Negative
92,"RT @LawrenceSellin: More evidence that RaTG13 is a fake sequence.
""The earliest SARS CoV-2 sequences were collected in Wuhan in December bu…",0.75,0.0,Neutral
93,"Second post-Covid local done! Still placed and poorly, BUT!! I could push the buttons much better this time, so we’… https://t.co/zU1VE9IQea",0.275,-0.03125,Negative
94,"RT @isaacjroberts: Got a covid test this morning and said to the nurse ""sorry I'm deaf I can't hear you"" and she went ""no you're not"" so gu…",1.0,-0.5,Negative
95,"RT @CongressmanRaja: Please vaccinate your children, not just for Covid-19 but all vaccine preventable diseases! If the declining COVID cas…",0.0,0.0,Neutral
96,RT @BonginoReport: .@dbongino talks with former DNI @JohnRatcliffe about the COVID cover-up and the American institutions that continue to…,0.0,0.0,Neutral
97,@GBNEWS The same protests took place when we were under a total lockdown as they did this weekend. It is quite incr… https://t.co/0YtUGPszkS,0.4375,0.0,Neutral
98,"RT @Annakhait: BREAKING: FDA Adds Warning About Heart Inflammation to COVID-19 mRNA Vaccines. 

Oh, oops!",0.0,0.0,Neutral
99,"RT @GhostGirlInCO: My oldest daughter was admitted to the hospital with low b/p, O2 sats at 79%. She as well tested positive for covid. Ple…",0.42272727272727273,0.11363636363636363,Positive
100,"RT @FaheemYounus: Delta Variant has Dominated in the UK

COVID cases rising. BUT hospitalizations are NOT rising

Meaning vaccines work. Fe…",0.0,0.0,Neutral
101,"Making a deadly MISTAKE!
We need to mask up again.
Say OOPS.
Say you're sorry.
Just explain that we jumped the gun… https://t.co/LAzRTuc065",0.7,-0.375,Negative
102,"RT @BiancaViljoen12: Dear @CyrilRamaphosa I, as a law abiding citizen, refuse to be punished because there r ppl not adhering to Covid rule…",0.0,0.0,Neutral
103,"RT @Samiknowsbest1: It's un-American to cover Trump's ""We Hate America"" rally's where he lies, seeks vengeance on the truth as he spouts Po…",0.9,-0.8,Negative
104,Delta Covid variant may be edging race against vaccines https://t.co/0qK4Dy5Maz,0.0,0.0,Neutral
105,"RT @PhilstarNews: BREAKING: DOH logs 6,096 new COVID-19 cases. The total reported cases has reached 1,397,992 on June 27, 2021.

▪️New deat…",0.6022727272727273,0.06818181818181818,Positive
106,"@normanswan vaccinated people dying from Covid in the UK. TLDR: ""risk of dying from Covid-19 is .. dependent on age… https://t.co/gHFHjk5i21",0.0,0.0,Neutral
107,RT @mjrowland68: Vic Premier @DanielAndrewsMP return-to-work media conference at 10.15am (getting in before the NSW COVID update). Watch bo…,0.0,0.0,Neutral
108,"Child under 10 with COVID-19 dies as Manitoba case count dips below 100
A child in Manitoba battling COVID-19 has d… https://t.co/wYv48NDYvM",0.0,0.0,Neutral
109,"RT @CoryBMorgan: Your daily chance of dying of COVID-19 in Alberta is now well under one in 2 million. 

Still, some lunatics think we need…",0.0,0.0,Neutral
110,RT @Lik2live: I’ve worked my entire life for the chance to live out my dream and take care of my family… I just hope covid hasn’t closed th…,0.4083333333333334,0.012121212121212116,Positive
111,"RT @SenWarren: Finding affordable child care was already a nightmare before the pandemic, and now it’s even worse. #UniversalChildCare must…",0.6,-0.4,Negative
112,"RT @WHCOS: We've administered 300m COVID shots in 150 days, reducing cases and deaths by 90%.  And we've created 2m+ jobs, cut unemployment…",0.0,0.0,Neutral
113,RT @gallagher_grant: Singapore’s “radical plan” to live with covid is what the entire world will inevitably have to do. The only question i…,0.78125,0.03409090909090909,Positive
114,@KatieJohnson214 @KarenTKD2 @GOP Those who lost their loved ones due to COVID should file a class action law suit a… https://t.co/JCCtJkuLRd,0.42500000000000004,0.22499999999999998,Positive
115,New restrictions for QLD as two new COVID-19 cases recorded https://t.co/zNIkqUR7Qs,0.45454545454545453,0.13636363636363635,Positive
116,So what's more dangerous? Covid or Heat? https://t.co/x5vL8gDus8,0.7,-0.04999999999999999,Negative
117,"RT @CraigKellyMP: With the new VAERS data on Myocarditis rates in young men &amp; boys, it would be criminally reckless to ignore these doctors…",0.4681818181818182,-0.05454545454545456,Negative
118,COVID was a conspiracy by Big QR so people would finally use that technology. https://t.co/nMVDNO9La4,0.55,0.0,Neutral
119,"RT @angie_rasmussen: This is a huge story. An Australian virologist at WIV in late 2019 notes:
-no sick employees at WIV
-best-practice bio…",0.5892857142857143,0.11428571428571431,Positive
120,RT @Christy56074523: Legal team issues serious warning to schools about COVID vaccines https://t.co/YyB9Qyg1fP,0.43333333333333335,-0.06666666666666665,Negative
121,"RT @SarahJayWard: I never ever imagined that at 22 years old I’d get Covid pneumonia and be on an oxygen machine 24 hours a day. 

Please p…",0.2,0.1,Positive
122,@DrTessaT Blame the press and media for normalizing death by COVID VAX. https://t.co/xtp9mf0Q72,0.0,0.0,Neutral
123,"RT @SenWarren: Finding affordable child care was already a nightmare before the pandemic, and now it’s even worse. #UniversalChildCare must…",0.6,-0.4,Negative
124,"RT @angie_rasmussen: This is a huge story. An Australian virologist at WIV in late 2019 notes:
-no sick employees at WIV
-best-practice bio…",0.5892857142857143,0.11428571428571431,Positive
125,RT @CTVNews: City of Toronto says it has set record for most COVID-19 vaccinations at one single-day event in North America https://t.co/qp…,0.5,0.5,Positive
126,"@spannaforce Yes, but have you noticed the program is concentrating on Aldi not having QR codes rather than interro… https://t.co/QLBWcScrH2",0.0,0.0,Neutral
127,@9NewsSyd People are over it. What about us young people who have suffered and wasted our youth waiting for this to… https://t.co/nqEegnfcTH,0.2,-0.05,Negative
128,"RT @IGottaNumBum: This Gov't doesn't have a COVID exit strategy that allows us to integrate with the rest of the world again.

It lurches f…",0.0,0.0,Neutral
129,RT @poppyalltimelow: I can't wait till concerts are back and people put the number of days in their dns that was so cute fuck covid wear ur…,0.5333333333333333,0.033333333333333326,Positive
130,Coronavirus (COVID-19) Vaccinations - Statistics and Research - Our World in Data https://t.co/DgQoxj3yr0,0.0,0.0,Neutral
131,RT @billbowtell: No rush on building Delta-proof quarantine. No rush on approval for new mRNA vaccines. No rush to commit to Zero Covid. No…,0.45454545454545453,0.13636363636363635,Positive
132,"@TheSun Not Covid, this is due to Brexit.",0.375,-0.125,Negative
133,"RT @Myanmar_Now_Eng: Residents of Kale, Sagaing, gathered today (Jun 27) to protest Myanmar's military junta and hold a ceremony mourning K…",0.1,-0.1,Negative
134,"@CaroDiRusso If you mean increase Medicare  health services, then yes. That is the solution. More ICU beds, probabl… https://t.co/1hv0XUPFOq",0.59375,0.09375,Positive
135,How Democrats think about Covid: https://t.co/aYKfXbF6DV,0.0,0.0,Neutral
136,RT @atensnut: Trump:  “We can’t look forward until we look back.  They used Covid to rig the election.”,0.0,0.0,Neutral
137,"RT @Therese_Rein: Yesterday the someone reported that the strain of COVID-19 now circulating in NSW is ""new"".  Does that mean it is NOT the…",0.5710227272727273,-0.08806818181818182,Negative
138,RT @attempt57: How have we gotten to the level where a Deputy Prime Minister thinks it's OK to tell us he 'couldn't give a shit' about the…,0.65,0.15,Positive
139,"RT @RealMarkLatham: As someone independent of the major parties, I think it can be fairly said that Gladys gets a much softer run from the…",0.43124999999999997,0.24062499999999998,Positive
140,"RT @alexjgoldstein: If you are a reporter who wrote a story (or many) about someone lost to COVID, I want to make sure your vital work is s…",0.5962962962962962,0.3666666666666667,Positive
141,"@Michael5MacKay @WajahatAli No shot for me had Covid, almost died so if I get it again and die O well. It’s real but so over blown.",0.30000000000000004,0.2,Positive
142,"RT @tatianaschild: Seminar: Hydroxychloroquine and its friends

Dr. Harvey Risch, MD, PhD, Professor of Epidemiology Yale University

June…",0.0,0.0,Neutral
143,"@SaskiaPopescu This isn't helpful. Zero Covid policies work, as evidenced in SE Asia &amp; Australasia. We missed 4 opp… https://t.co/KD571HcyM0",0.0,0.0,Neutral
144,RT @BrisbaneAirport: ⚠️ There are travel restrictions in place across Australia and New Zealand. Check the relevant government and airline…,0.6772727272727272,0.2681818181818182,Positive
145,RT @nour_eldawy: Pharmacist can make the diseases spacially covid removed from this world so Minister of Egyptian health decided that it do…,0.0,0.0,Neutral
146,"@insiliconot @jimtalbot Cats have much to do with this reality, told me dmt sesh one time have one in each home you… https://t.co/LgkgUTCsZE",0.2,0.2,Positive
147,"RT @PS5only: Covid safety permitting, absolutely cannot wait for a return to crowds in live venues for games conferences &amp; keynote events,…",0.7,0.16818181818181818,Positive
148,"I need to know a list or celebrities, professional athletes, people in a position of power who WON’T/HAVE NOT gotte… https://t.co/PDryXWLxUV",0.1,0.1,Positive
149,Letters to the Editor: Medical workers fired for refusing COVID shots deserve no sympathy      Amen! https://t.co/wkl6sgQyRe,0.0,0.0,Neutral
150,@diehardlordefan me when i have covid,0.0,0.0,Neutral
151,RT @Cat_Bitch_666: @YouAreLobbyLud @drajm @Nishaobgyn @NjbBari3 @patientsafe3 @dlmetcalf @VSTMMJJ @drdavidallen @rajah_mich @venessb @eyera…,0.0,0.0,Neutral
152,RT @TJ0056: Clinicians saying 60% of new covid cases coming in have been vaccinated. https://t.co/EGMiqRRGQS,0.45454545454545453,0.13636363636363635,Positive
153,"@9NewsAUS 
@TheTodayShow 

Gladys Berejiklian revelled in the glory of NSW ""Gold Contact Tracing"". A poison chalice… https://t.co/EorUltmas2",0.0,0.0,Neutral
154,"RT @RealMattCouch: Almost 50% of Adults Infected in Latest COVID-19 OutBreak Were Fully Vaccinated, Israeli Official Says https://t.co/EEbH…",0.9,0.5,Positive
155,RT @i_zzzzzz: Kind of curious what COVID-19 would have to do to put a point on the board,0.95,0.25,Positive
156,"RT @DougCameron51: Infuriating listening to @JoshFrydenberg with @SabraLane this morning.
Clueless on handling Covid.
Ignores govt corrupti…",0.8,-0.6,Negative
157,Please do some research before you get jabbed. #Vaccin #vaccineSideEffects #Vaccinated #COVID19nsw #Covid_19 https://t.co/uiZm5fRzHK,0.0,0.0,Neutral
158,@th_arod @swiftpoolTX @SeanFulce2040 @SparkyPatriot Yeah a lot of people felt strongly about the election. I myself… https://t.co/oXgkgRPqwe,0.7333333333333333,0.4333333333333333,Positive
159,"RT @DFisman: This is a super tracker for covid-19 vaccination in Canada

https://t.co/GHvsGUJ1ki",0.6666666666666666,0.3333333333333333,Positive
160,RT @BeachCo40183200: People need to watch this clip. The CDC saying only 6% of so called covid deaths in America were attributed covid-19.…,1.0,0.0,Neutral
161,"RT @DougCameron51: Infuriating listening to @JoshFrydenberg with @SabraLane this morning.
Clueless on handling Covid.
Ignores govt corrupti…",0.8,-0.6,Negative
162,"RT @DMinghella: If your friend or loved one was among the 18,207 confirmed cases yesterday, don't tell them
- 1,827 of them will suffer fro…",0.9,0.55,Positive
163,RT @RandPaul: Fauci should be removed from any position of authority. https://t.co/e3KOdhD9BY,0.0,0.0,Neutral
164,RT @GodCloseMyEyes: journalists explaining why no one should talk about crime statistics but everyone should panic about covid delta plus p…,0.0,0.0,Neutral
165,many covid antivaxxers' fears stem from genuine concerns; the left ignores and belittles them at their own peril. d… https://t.co/HRV7zoOnXD,0.5,0.375,Positive
166,RT @JoeSilverman7: That’s one reason why we’re immunizing kids. COVID-19 causes much more frequent and severe myocarditis than the vaccine.…,0.4,0.3,Positive
167,@ashtonpittman @gtconway3d I’m sorry for anyone who has lost a loved one to Covid. Now you can stop more deaths by… https://t.co/wkCt6lOYbv,0.7666666666666666,0.2333333333333333,Positive
168,"RT @Keir_Starmer: Matt Hancock wasted taxpayers’ money, left our care homes exposed and broke his own Covid rules.

Boris Johnson should ha…",0.3333333333333333,0.13333333333333333,Positive
169,RT @criprights: I’m curious. What did this group actually do? A group of big business stakeholders who were allegedly advising on the count…,0.32500000000000007,-0.05,Negative
170,RT @FrancescoLari: Hancock mates LFD test gives positive if filled with orange juice. Who would guess that kids could use this to skip scho…,0.7227272727272727,0.31363636363636366,Positive
171,"RT @lisaabramowicz1: U.S. households added $13.5 trillion in wealth last year, the biggest increase in records going back three decades. Mo…",0.03333333333333333,0.0,Neutral
172,"RT @Hells4Heroes: This woman is not a Government minister.
This woman did not introduce Covid policy or lockdown.
This woman did not cheat.…",0.0,0.0,Neutral
173,"RT @davidaxelrod: For @Surgeon_General, @vivek_murthy, the cost of   COVID-19 is not a distant theory.  He’s lost 9 family members to the v…",0.35,0.05,Positive
174,@mrjamesob Didn’t he also breakdown close to tears in Parliament when talking about his own family loss due to Covid,0.6875,0.2375,Positive
175,"#BREAKING: WA has recorded no new coronavirus cases overnight, Premier Mark McGowan has confirmed this morning. FOL… https://t.co/7ZX5druTfG",0.7272727272727273,0.16590909090909092,Positive
176,Did Covid Come from a Lab? Scientist At Wuhan Institute Speaks Out https://t.co/0wODFRXE5C,0.0,0.0,Neutral
177,Yea right who GIVES A FUCK piece of shit amerikkka = 100% lies lies and more nonstop lies #DEATH2THAOPPRESSORS https://t.co/icSL6AG9LR,0.6089285714285715,0.046428571428571416,Positive
178,"RT @JasonMillerinDC: He’s not wrong. 

“Trump says opponents 'used COVID to steal the election,' applauds election investigations in Pennsy…",0.9,0.25,Positive
179,RT @armyspoke_news: 📍Surasi Force intercepted 14 illegal immigrants in the border area of ​​Kanchanaburi and sent their information to the…,0.5,-0.5,Negative
180,RT @i_zzzzzz: Kind of curious what COVID-19 would have to do to put a point on the board,0.95,0.25,Positive
181,"RT @RayArmat: Israel celebrated 80% vax. rate, Now sees a lethal comeback #COVID!
They keep ignoring #Immunology
As per my tweet in March (…",0.75,0.4375,Positive
182,RT @BNODesk: NEW: Number of Americans fully vaccinated against COVID-19 reaches 46%,0.45454545454545453,0.13636363636363635,Positive
183,"PM Modi reviews vaccination progress, lauds rise in daily jabs, stresses on pace of testing… https://t.co/NJKze8t9i5",0.0,0.0,Neutral
184,RT @sftpmag: ICYMI: this week we published a must-read personal account of the conditions in prisons under COVID-19 and other disasters in…,0.3375,-0.0625,Negative
185,RT @BigSeanQ_: YOU’RE FUCKING JOKING. THEY ARE BRAGGING ABOUT THE ATTENDANCE  AFTER SENDING NC STATE HOME FOR ‘COVID PROTOCOL https://t.co/…,0.8,-0.6,Negative
186,"RT @burrosavic: Important: This is no longer about COVID its about power, control and politician popularity. Its a huge scam.",0.95,0.4,Positive
